,Brand,ProductName,ProductScore,ReviewCount,ProductPrice,Category,UserReview
428,Adidas,Adidas Alphabounce ,86,4283,45,running-shoes,4.4
429,Adidas,Adidas Adizero Prime Parley ,86,284,63,running-shoes,4.4
431,Adidas,Adidas Alphabounce Instinct ,88,2577,35,running-shoes,4.5
432,Adidas,Adidas Galaxy 4 ,81,42342,100,running-shoes,4.5
433,Adidas,Adidas Senseboost Go Winter ,74,7,45,running-shoes,4.6
436,Adidas,Adidas Aerobounce 2 ,80,1683,45,running-shoes,4.4
437,Adidas,Adidas EQ19 ,81,3935,85,running-shoes,4.5
438,Adidas,Adidas Ultraboost 2.0 ,80,36,60,running-shoes,4.4
439,Adidas,Adidas Terrex Two BOA ,85,745,140,running-shoes,4.3
440,Adidas,Adidas Lite Racer BYD 2.0 ,80,9768,36,running-shoes,4.5
441,Adidas,Adidas Tubular Dusk ,89,3627,50,sneakers,4.4
443,Adidas,Adidas Forum 84 Low ,96,431,53,sneakers,4.8
444,Adidas,Adidas Tyshawn ,90,165,40,sneakers,4.5
445,Adidas,Adidas Samba Super ,92,8946,182,sneakers,4.6
446,Adidas,Adidas NMD_XR1 ,86,1223,50,sneakers,4.3
447,Adidas,Adidas ZX 2K Boost ,93,4478,50,sneakers,4.7
449,Adidas,Adidas Response CL ,83,5,148,sneakers,4.6
450,Adidas,Adidas Tubular Instinct ,89,133,26,sneakers,4.5
451,Adidas,Adidas Yeezy Boost 700 ,85,214,335,sneakers,4.2
452,Adidas,Adidas Kaptir Super ,88,9302,40,sneakers,4.4
453,Adidas,Adidas Tubular Nova Primeknit ,88,1166,85,sneakers,4.4
454,Adidas,Adidas EQT Support ADV Primeknit ,86,876,60,sneakers,4.3
455,Adidas,Adidas Ozweego Celox ,96,1880,80,sneakers,4.8
457,Adidas,Adidas Sleek Super ,86,2619,50,sneakers,4.3
459,Adidas,Adidas Pharrell Williams Human Race NMD ,94,7722,98,sneakers,4.7
460,Adidas,Adidas Ozweego Plus ,86,65,65,sneakers,4.3
461,Adidas,Adidas Swift Run X ,89,10449,40,sneakers,4.5
462,Adidas,Adidas Hoops 2.0 ,91,47233,75,sneakers,4.5
464,Adidas,Adidas Gazelle Primeknit ,85,156,50,sneakers,4.2
465,Adidas,Adidas Run 70s  ,87,3896,60,sneakers,4.3
466,Adidas,Adidas Yung-96 ,89,11384,29,sneakers,4.5
467,Adidas,Adidas ZX Flux Xeno ,80,167,60,sneakers,4.0
468,Adidas,Adidas Tubular Invader ,91,899,44,sneakers,4.5
469,Adidas,Adidas Sobakov P94 ,90,336,85,sneakers,4.5
470,Adidas,Adidas Campus 80S ,86,701,45,sneakers,4.3
471,Adidas,Adidas Pro Spark 2018 ,87,779,129,basketball-shoes,4.6
472,Adidas,Adidas Pro Bounce 2018 ,86,1350,70,basketball-shoes,4.5
473,Adidas,Adidas Pro Bounce 2019 ,83,1999,34,basketball-shoes,4.4
474,Adidas,Adidas Crazy Shadow 2 ,88,52,69,basketball-shoes,4.4
475,Adidas,Adidas Crazy Bounce ,79,205,65,basketball-shoes,4.2
476,Adidas,Adidas Mad Bounce 2018 ,82,151,45,basketball-shoes,4.4
477,Adidas,Adidas Fusion Storm ,75,170,47,basketball-shoes,4.1
478,Adidas,Adidas Pro Spark 2018 Low ,80,273,45,basketball-shoes,4.4
479,Adidas,Adidas D.O.N. Issue #1 ,87,2457,35,basketball-shoes,4.5
480,Adidas,Adidas Marquee Boost ,88,1936,35,basketball-shoes,4.4
481,Adidas,Adidas Pro Bounce 2018 Low ,88,1865,50,basketball-shoes,4.5
482,Adidas,Adidas Pro Bounce 2019 Low ,81,1117,40,basketball-shoes,4.4
483,Adidas,Adidas Posterize ,76,42,45,basketball-shoes,4.1
484,Adidas,Adidas Harden Vol. 2 LS Lace ,85,293,140,basketball-shoes,4.6
485,Adidas,Adidas Marquee Boost Low ,89,6290,40,basketball-shoes,4.3
486,Adidas,Adidas Adizero Rose 1 Retro ,84,23,100,basketball-shoes,4.8
487,Adidas,Adidas Pro Adversary  ,79,513,65,basketball-shoes,4.3
488,Adidas,Adidas Harden Stepback ,85,15412,70,basketball-shoes,4.4
489,Adidas,Adidas Harden Vol. 2 LS Buckle ,77,225,50,basketball-shoes,4.1
490,Adidas,Adidas Streetfire ,82,652,129,basketball-shoes,4.4
491,Adidas,Adidas Pro Adversary Low ,81,222,58,basketball-shoes,4.4
492,Adidas,Adidas Crazyquick 3 ,74,10,80,basketball-shoes,4.3
493,Adidas,Adidas Crazy Explosive ,90,925,180,basketball-shoes,4.4
497,Adidas,Adidas T-Mac Millennium ,88,356,65,basketball-shoes,4.6
498,Adidas,Adidas Pro Bounce Madness Low 2019 ,83,167,40,basketball-shoes,4.3
499,Adidas,Adidas Crazy Explosive 2017 ,81,966,45,basketball-shoes,4.1
500,Adidas,Adidas CrazyLight Boost 2016 ,90,244,80,basketball-shoes,4.4
502,Adidas,Adidas X 19.2 Firm Ground ,86,852,62,soccer-cleats,4.5
503,Adidas,Adidas X 18.2 Firm Ground ,82,522,125,soccer-cleats,4.4
504,Adidas,Adidas Copa 19+ Firm Ground ,89,107,120,soccer-cleats,4.4
505,Adidas,Adidas X Tango 18.3 Indoor ,77,250,100,soccer-cleats,4.1
506,Adidas,Adidas Copa 20.3 Sala Indoor ,80,950,45,soccer-cleats,4.2
508,Adidas,Adidas Nemeziz 19.1 Shoes ,80,22,75,soccer-cleats,4.7
509,Adidas,Adidas Ace Tango 17.3 Indoor ,79,205,50,soccer-cleats,4.2
510,Adidas,Adidas Copa 17.1 Firm Ground ,83,201,115,soccer-cleats,4.3
512,Adidas,Adidas Predator 19.3 Turf ,80,2233,50,soccer-cleats,4.3
514,Adidas,Adidas Predator 19.4 Sala ,77,1165,55,soccer-cleats,4.1
515,Adidas,Adidas Predator 19+ shoes ,82,77,254,soccer-cleats,4.3
517,Adidas,Adidas Goletto 6 Firm Ground ,86,3294,75,soccer-cleats,4.6
518,Adidas,Adidas Predator 20.3 Shoes ,79,18,35,soccer-cleats,4.7
519,Adidas,Adidas Copa Gloro 19.2 Firm Ground ,86,3449,73,soccer-cleats,4.4
521,Adidas,Adidas Nemeziz 18+ Firm Ground ,80,66,250,soccer-cleats,3.9
523,Adidas,Adidas Predator 18+ Firm Ground ,89,284,110,soccer-cleats,4.4
524,Adidas,Adidas Nemeziz 19.3 Firm Ground ,85,6380,51,soccer-cleats,4.5
525,Adidas,Adidas Predator 18+ Soft Ground ,80,29,160,soccer-cleats,4.7
526,Adidas,Adidas Nemeziz 18.1 Firm Ground ,87,561,129,soccer-cleats,4.4
527,Adidas,Adidas Nemeziz 19.2 Firm Ground ,87,1139,64,soccer-cleats,4.4
528,Adidas,Adidas Predator 19+ Firm Ground ,86,801,185,soccer-cleats,4.4
531,Adidas,Adidas Questar TND ,79,2546,50,running-shoes,4.4
533,Adidas,Adidas Energy Falcon ,82,472,42,running-shoes,4.5
534,Adidas,Adidas Ultraboost S&L ,81,3066,45,running-shoes,4.5
535,Adidas,Adidas Ultraboost 4.0 DNA ,90,13914,66,running-shoes,4.6
536,Adidas,Adidas Terrex Two Parley ,85,820,50,running-shoes,4.3
537,Adidas,Adidas Ultraboost ,89,63994,45,running-shoes,4.6
538,Adidas,Adidas 4D ,84,115,100,running-shoes,4.5
540,Adidas,Adidas Pureboost ZG ,83,496,60,running-shoes,4.1
541,Adidas,Adidas Solar Boost ,90,11757,70,running-shoes,4.5
542,Adidas,Adidas Climacool Boost New ,81,5,168,running-shoes,5.0
543,Adidas,Adidas Solar Ride ,80,1479,60,running-shoes,4.4
544,Adidas,Adidas Ultraboost ST ,86,3747,90,running-shoes,4.4
545,Adidas,Adidas Solar Drive 19 ,82,10272,65,running-shoes,4.4
546,Adidas,Adidas Terrex Soulstride ,84,730,41,running-shoes,4.5
547,Adidas,Adidas Terrex Agravic Flow 2 New ,85,166,60,running-shoes,4.3
548,Adidas,Adidas Questar ,83,12628,39,running-shoes,4.5
549,Adidas,Adidas Adistar ,87,347,56,running-shoes,4.4
550,Adidas,Adidas Terrex Tracerocker GTX ,78,5159,63,running-shoes,4.4
551,Adidas,Adidas SL20.2 ,84,652,47,running-shoes,4.2
552,Adidas,Adidas SL20 ,89,3551,40,running-shoes,4.4
553,Adidas,Adidas Alphabounce Beyond 2.0 ,87,1146,51,running-shoes,4.6
554,Adidas,Adidas Pulseboost HD ,87,7152,37,running-shoes,4.5
555,Adidas,Adidas SL20.3 ,85,256,42,running-shoes,4.4
556,Adidas,Adidas Edge Flex ,81,2090,70,running-shoes,4.5
557,Adidas,Adidas Adizero Prime ,80,652,44,running-shoes,4.2
558,Adidas,Adidas Terrex Swift R GTX ,84,2129,113,running-shoes,4.3
559,Adidas,Adidas Terrex Two ,78,1271,62,running-shoes,4.3
560,Adidas,Adidas Solar Boost 19 ,90,10108,70,running-shoes,4.5
561,Adidas,Adidas Busenitz Lab test ,91,6044,55,sneakers,4.5
562,Adidas,Adidas Day Jogger ,73,31,45,sneakers,4.0
563,Adidas,Adidas X9000L2 ,87,1428,34,sneakers,4.4
564,Adidas,Adidas Campus ADV ,90,522,48,sneakers,4.5
565,Adidas,Adidas Superstar 80s ,89,5086,104,sneakers,4.4
566,Adidas,Adidas Forum 84 Low ADV ,86,36,100,sneakers,4.8
567,Adidas,Adidas Retropy P9 ,90,6,128,sneakers,5.0
568,Adidas,Adidas SL 72 ,92,3755,60,sneakers,4.6
571,Adidas,Adidas LXCON ,86,240,35,sneakers,4.3
572,Adidas,Adidas LXCON 94 ,83,826,40,sneakers,4.2
573,Adidas,Adidas Lite Racer CLN ,91,24937,47,sneakers,4.5
575,Adidas,Adidas Tubular Runner ,81,1215,49,sneakers,4.1
576,Adidas,Adidas Cloudfoam Advantage ,90,39500,62,sneakers,4.5
578,Adidas,Adidas ZX 500 ,95,2684,125,sneakers,4.8
579,Adidas,Adidas POD-S3.1 ,90,7633,45,sneakers,4.5
580,Adidas,Adidas Stan Smith Vulc ,92,2802,65,sneakers,4.6
583,Adidas,Adidas x Raf Simons Stan Smith ,85,31,175,sneakers,4.7
584,Adidas,Adidas ZX 700 HD ,87,3931,54,sneakers,4.3
585,Adidas,Adidas Samba ,91,67465,54,sneakers,4.5
586,Adidas,Adidas Swift Run ,91,71687,45,sneakers,4.5
587,Adidas,Adidas Superstar ADV ,94,10618,90,sneakers,4.7
588,Adidas,Adidas Superstan ,71,26,55,sneakers,3.9
590,Adidas,Adidas Falcon ,90,89408,54,sneakers,4.5
591,Adidas,Adidas Crazylight Boost 2018 ,80,187,35,basketball-shoes,4.0
592,Adidas,Adidas CrazyLight Boost 2.5 Low ,79,207,300,basketball-shoes,4.2
593,Adidas,Adidas Explosive Bounce 2018 ,88,353,65,basketball-shoes,4.5
594,Adidas,Adidas Harden Vol. 1 Primeknit ,85,596,400,basketball-shoes,4.4
599,Adidas,Adidas Predator Tango 18.3 Turf ,82,1052,40,soccer-cleats,4.3
603,Adidas,Adidas Nemeziz Tango 17.4 Indoor ,78,60,80,soccer-cleats,3.9
604,Adidas,Adidas Nemeziz 17.1 Soft Ground ,74,89,100,soccer-cleats,3.9
605,Adidas,Adidas Predator 18.3 Firm Ground ,84,3500,47,soccer-cleats,4.3
607,Adidas,Adidas Predator 18.2 Firm Ground ,85,650,55,soccer-cleats,4.3
608,Adidas,Adidas Predator 19.3 Firm Ground ,83,7814,55,soccer-cleats,4.4
609,Adidas,Adidas Predator 19.2 Firm Ground ,86,964,90,soccer-cleats,4.6
610,Adidas,Adidas Predator 18.1 Firm Ground ,87,726,75,soccer-cleats,4.4
613,Adidas,Adidas Predator Tango 18.4 Indoor ,76,342,70,soccer-cleats,4.1
617,Adidas,Adidas Nemeziz Messi 18.1 Firm Ground ,89,113,100,soccer-cleats,4.7
621,Adidas,Adidas Nemeziz Tango 18.1 Trainers ,86,171,85,soccer-cleats,4.6
624,Adidas,Adidas Predator Tango 18+ Trainers ,89,167,100,soccer-cleats,4.6
625,Adidas,Adidas Predator Tango 18.1 Trainers ,83,361,40,soccer-cleats,4.4
627,Adidas,Adidas Predator Mutator 20+ firm ground ,80,46,234,soccer-cleats,4.3
628,Adidas,Adidas Ace 17+ Purecontrol Firm Ground ,85,106,450,soccer-cleats,4.2
629,Adidas,Adidas Adizero Sub 2 ,90,6955,70,running-shoes,4.5
630,Adidas,Adidas Aerobounce PR ,83,1432,55,running-shoes,4.4
633,Adidas,Adidas Solar Blaze ,78,1377,50,running-shoes,4.3
634,Adidas,Adidas Solar Drive ST ,82,679,50,running-shoes,4.3
636,Adidas,Adidas Pureboost ,88,3238,79,running-shoes,4.4
637,Adidas,Adidas Fluidstreet ,82,3925,45,running-shoes,4.5
638,Adidas,Adidas Ultraboost Uncaged ,89,3400,80,running-shoes,4.6
639,Adidas,Adidas Alphaboost ,87,2809,50,running-shoes,4.6
641,Adidas,Adidas Pureboost RBL ,87,595,60,running-shoes,4.5
642,Adidas,Adidas Alphabounce Beyond ,89,8869,109,running-shoes,4.5
643,Adidas,Adidas Supernova 2 ,88,501,46,running-shoes,4.5
645,Adidas,Adidas 4DFWD 2 New ,86,51,160,running-shoes,4.8
646,Adidas,Adidas Alphatorsion ,83,2808,36,running-shoes,4.2
647,Adidas,Adidas Supernova+ Lab test ,84,1000,49,running-shoes,4.4
648,Adidas,Adidas Alphabounce EM ,84,4365,110,running-shoes,4.5
649,Adidas,Adidas Alphabounce+ ,82,11911,50,running-shoes,4.6
650,Adidas,Adidas Climacool Ventania ,80,150,40,running-shoes,4.4
651,Adidas,Adidas Duramo 10 Lab test ,87,7156,43,running-shoes,4.5
652,Adidas,Adidas Senseboost Go ,86,6237,36,running-shoes,4.4
653,Adidas,Adidas Cosmic 2.0 SL ,83,5881,60,running-shoes,4.5
654,Adidas,Adidas Pulseboost HD LTD ,81,194,55,running-shoes,4.5
655,Adidas,Adidas Madoru 2.0 ,79,150,39,running-shoes,4.3
656,Adidas,Adidas Pulseboost HD Winter ,82,1272,50,running-shoes,4.4
657,Adidas,Adidas Rockadia Trail ,87,12621,100,running-shoes,4.5
659,Adidas,Adidas Yung-1 ,92,2964,49,sneakers,4.6
660,Adidas,Adidas Superstar 2 ,93,18656,70,sneakers,4.7
661,Adidas,Adidas Samba OG ,93,25392,100,sneakers,4.7
664,Adidas,Adidas Stan Smith Adicolor ,93,5958,250,sneakers,4.6
666,Adidas,Adidas Superstar OG ,93,11543,80,sneakers,4.6
667,Adidas,Adidas Superstar MG ,86,9,85,sneakers,4.8
668,Adidas,Adidas Spezial ,94,7671,55,sneakers,4.7
669,Adidas,Adidas FYW S-97 ,81,281,30,sneakers,4.1
670,Adidas,Adidas ZX 2K Boost 2.0 New ,93,5271,101,sneakers,4.7
671,Adidas,Adidas Hoops 2.0 Mid ,91,47727,50,sneakers,4.6
672,Adidas,Adidas NMD S1 New ,90,9,211,sneakers,5.0
675,Adidas,Adidas U_Path Run ,92,69368,32,sneakers,4.6
676,Adidas,Adidas ZX Torsion ,90,538,45,sneakers,4.5
677,Adidas,Adidas Gazelle OG ,95,14311,75,sneakers,4.7
678,Adidas,Adidas Superstar Suede ,92,4810,113,sneakers,4.6
679,Adidas,Adidas Superstar 80s Recon ,86,190,40,sneakers,4.3
680,Adidas,Adidas ZX 10000 ,94,185,70,sneakers,4.7
681,Adidas,Adidas Ozelia ,94,9286,41,sneakers,4.7
683,Adidas,Adidas Lite Racer Adapt 3.0 ,90,60973,36,sneakers,4.5
684,Adidas,Adidas Ultraboost Web DNA ,94,530,90,sneakers,4.7
685,Adidas,Adidas Top Ten Hi ,94,6925,40,sneakers,4.7
686,Adidas,Adidas Court 80s ,89,1173,79,sneakers,4.5
687,Adidas,Adidas FYW 98 ,75,23,70,sneakers,4.2
688,Adidas,Adidas EQT Support 93/17 ,88,4825,85,sneakers,4.4
693,Adidas,Adidas Asweego ,80,3062,68,running-shoes,4.4
695,Adidas,Adidas 90s Valasion ,74,2326,45,running-shoes,4.1
696,Adidas,Adidas Runfalcon 2.0 TR ,90,13866,44,running-shoes,4.5
697,Adidas,Adidas AlphaEdge 4D ,87,337,180,running-shoes,4.4
698,Adidas,Adidas Runfalcon 2.0 ,83,87033,41,running-shoes,4.6
699,Adidas,Adidas Supernova ST ,83,1814,65,running-shoes,4.3
700,Adidas,Adidas Supernova ,89,18914,40,running-shoes,4.5
701,Adidas,Adidas Ventice ,78,258,35,running-shoes,4.4
702,Adidas,Adidas Asweerun ,78,5595,70,running-shoes,4.3
703,Adidas,Adidas Speedmotion ,74,44,60,running-shoes,4.6
705,Adidas,Adidas EQ21 Run Cold.RDY ,77,1072,45,running-shoes,4.3
706,Adidas,Adidas Fluidflow ,79,15849,40,running-shoes,4.4
707,Adidas,Adidas Fluidflow 2.0 ,81,6836,43,running-shoes,4.5
708,Adidas,Adidas EQ21 ,87,8449,38,running-shoes,4.5
709,Adidas,Adidas Purebounce+ ,75,5673,58,running-shoes,4.2
710,Adidas,Adidas Purebounce+ Street ,77,1720,53,running-shoes,4.3
711,Adidas,Adidas Runfalcon Lab test ,80,103016,60,running-shoes,4.4
712,Adidas,Adidas Sensebounce+ ,81,7843,45,running-shoes,4.5
713,Adidas,Adidas Sensebounce+ Street ,79,1464,67,running-shoes,4.4
714,Adidas,Adidas Edge XT ,79,1243,45,running-shoes,4.4
715,Adidas,Adidas 4D Run 1.0 ,87,336,90,running-shoes,4.3
716,Adidas,Adidas ZX 4000 4D ,81,74,90,running-shoes,4.5
717,Adidas,Adidas Nova Run ,78,1361,40,running-shoes,4.3
718,Adidas,Adidas Solar Drive ,83,2076,30,running-shoes,4.3
719,Adidas,Adidas Terrex Speed ,79,815,84,running-shoes,4.2
720,Adidas,Adidas Edge Gameday ,82,4379,70,running-shoes,4.6
721,Adidas,Adidas Kanadia Trail ,81,3943,100,running-shoes,4.2
722,Adidas,Adidas Forum 84 High ,96,201,75,sneakers,4.8
723,Adidas,Adidas ZX Flux ,92,59157,25,sneakers,4.6
724,Adidas,Adidas Superstar Laceless ,84,114,45,sneakers,4.2
725,Adidas,Adidas Forum Mid ,94,8027,27,sneakers,4.7
726,Adidas,Adidas Forum Low ,95,9912,47,sneakers,4.8
727,Adidas,Adidas Climacool 1 ,88,2740,34,sneakers,4.4
728,Adidas,Adidas Busenitz Vintage ,94,55,64,sneakers,4.7
729,Adidas,Adidas I-5923 ,87,18586,40,sneakers,4.4
730,Adidas,Adidas Kaptir ,92,32667,40,sneakers,4.6
731,Adidas,Adidas Swift Run RF ,86,5139,45,sneakers,4.3
733,Adidas,Adidas ZX Flux Primeknit ,87,511,70,sneakers,4.3
734,Adidas,Adidas Matchbreak Super ,92,1447,45,sneakers,4.6
736,Adidas,Adidas X9000L3 ,88,2530,35,sneakers,4.4
737,Adidas,Adidas Advantage ,91,78179,23,sneakers,4.5
738,Adidas,Adidas Yeezy 500 ,84,161,260,sneakers,4.2
739,Adidas,Adidas Retropy F2 ,93,1888,50,sneakers,4.7
740,Adidas,Adidas Samba Vegan ,93,1567,100,sneakers,4.7
741,Adidas,Adidas Pharrell Williams Hu Holi NMD MC ,76,27,475,sneakers,4.2
742,Adidas,Adidas Tubular Doom Sock Primeknit ,88,990,85,sneakers,4.4
744,Adidas,Adidas VL Court 2.0 ,92,82248,42,sneakers,4.6
745,Adidas,Adidas Stan Smith Primeknit ,80,645,56,sneakers,4.0
747,Adidas,Adidas Iniki Runner ,88,6967,105,sneakers,4.4
748,Adidas,Adidas Gazelle Stitch and Turn ,86,409,80,sneakers,4.3
749,Adidas,Adidas Pharrell Williams Human Race NMD TR ,95,313,225,sneakers,4.7
750,Adidas,Adidas Superstar Foundation ,92,158930,50,sneakers,4.6
751,Adidas,Adidas Strutter ,86,45684,55,sneakers,4.3
752,Adidas,Adidas Questar Trail ,80,1215,80,running-shoes,4.5
753,Adidas,Adidas Pureboost DPR ,88,5257,60,running-shoes,4.5
754,Adidas,Adidas Response Trail ,86,4823,70,running-shoes,4.3
755,Adidas,Adidas Pureboost LTD ,82,1236,70,running-shoes,4.5
756,Adidas,Adidas Pureboost Go LTD ,87,583,50,running-shoes,4.4
757,Adidas,Adidas Pureboost DPR LTD ,83,201,87,running-shoes,4.3
758,Adidas,Adidas Supernova Trail ,84,847,50,running-shoes,4.4
759,Adidas,Adidas Ultraboost Mid ,89,662,65,running-shoes,4.6
760,Adidas,Adidas Pureboost Clima ,88,278,70,running-shoes,4.6
761,Adidas,Adidas Ultraboost City ,73,34,140,running-shoes,4.5
762,Adidas,Adidas Futurecraft 4D ,78,255,145,running-shoes,4.3
763,Adidas,Adidas Ultraboost Clima ,90,2448,100,running-shoes,4.5
764,Adidas,Adidas Alphabounce RC 2.0 ,81,5422,45,running-shoes,4.5
765,Adidas,Adidas Ultraboost Parley ,88,2098,60,running-shoes,4.5
766,Adidas,Adidas Pureboost All Terrain ,85,350,82,running-shoes,4.4
767,Adidas,Adidas Ultraboost All Terrain ,88,1305,82,running-shoes,4.5
768,Adidas,Adidas Ultraboost Leather ,83,8,200,running-shoes,4.6
769,Adidas,Adidas Ultraboost Laceless ,85,1278,138,running-shoes,4.5
770,Adidas,Adidas Ultraboost Uncaged Parley ,91,592,259,running-shoes,4.8
771,Adidas,Adidas Ultraboost Multicolor ,88,696,150,running-shoes,4.5
773,Adidas,Adidas ZX 22 Boost ,93,616,44,sneakers,4.6
774,Adidas,Adidas Campus ,92,23846,118,sneakers,4.6
775,Adidas,Adidas Lite Racer Reborn ,89,32497,90,sneakers,4.4
776,Adidas,Adidas X_PLR S ,93,1346,41,sneakers,4.7
777,Adidas,Adidas adiFOM Q New ,90,5,120,sneakers,5.0
778,Adidas,Adidas ZX 700 ,90,5381,80,sneakers,4.5
779,Adidas,Adidas Micropacer ,81,24,57,sneakers,4.5
780,Adidas,Adidas Grand Court ,93,600107,28,sneakers,4.6
782,Adidas,Adidas USA 84 ,92,4918,85,sneakers,4.6
783,Adidas,Adidas Liberty Cup ,88,240,60,sneakers,4.4
784,Adidas,Adidas Yeezy Foam Runner ,66,41,255,sneakers,3.7
785,Adidas,Adidas Busenitz Vulc 2 New ,92,4441,40,sneakers,4.6
786,Adidas,Adidas Superstar White Mountaineering ,93,82,120,sneakers,4.7
787,Adidas,Adidas Hamburg ,93,34306,125,sneakers,4.7
788,Adidas,Adidas Continental 80 Stripes ,91,4723,69,sneakers,4.6
789,Adidas,Adidas Samoa ,92,17235,55,sneakers,4.6
790,Adidas,Adidas Stadt ,87,30,80,sneakers,4.8
793,Adidas,Adidas Sabalo ,90,794,23,sneakers,4.5
794,Adidas,Adidas Superstar Run-DMC ,83,5,272,sneakers,4.6
795,Adidas,Adidas EQT Bask ADV ,88,552,96,sneakers,4.4
796,Adidas,Adidas EQT Support ADV ,86,9985,40,sneakers,4.3
797,Adidas,Adidas Matchcourt High RX ,88,194,50,sneakers,4.4
798,Adidas,Adidas Superstar ,93,516654,28,sneakers,4.6
799,Adidas,Adidas Yeezy Boost 700 MNVN ,67,16,210,sneakers,3.7
800,Adidas,Adidas Pro Model ,93,38311,40,sneakers,4.7
801,Adidas,Adidas Stan Smith Lab test ,93,412347,22,sneakers,4.6
802,Adidas,Adidas Deerupt Runner ,90,13082,60,sneakers,4.5
803,Adidas,Adidas Gazelle Indoor ,90,224,90,sneakers,4.5
804,Adidas,Adidas Ozrah ,91,176,84,sneakers,4.5
805,Adidas,Adidas Gazelle ,94,612067,45,sneakers,4.7
806,Adidas,Adidas Sobakov ,88,1777,50,sneakers,4.4
808,Adidas,Adidas Japan ,82,40,80,sneakers,4.5
810,Adidas,Adidas Top Ten RB New ,95,1050,40,sneakers,4.7
811,Adidas,Adidas LA Trainer 3 New ,93,72,40,sneakers,4.6
812,Adidas,Adidas Los Angeles ,88,2247,75,sneakers,4.4
813,Adidas,Adidas Rivalry Low ,89,10710,32,sneakers,4.5
814,Adidas,Adidas ZX 8000 LEGO ,83,5,83,sneakers,4.6
815,Adidas,Adidas Crazychaos ,90,7694,50,sneakers,4.5
816,Adidas,Adidas Stan Smith H New ,90,5,117,sneakers,5.0
817,Adidas,Adidas Delpala ,88,1937,27,sneakers,4.4
818,Adidas,Adidas Court Adapt ,87,5178,68,sneakers,4.4
820,Adidas,Adidas Kamanda ,84,116,70,sneakers,4.2
822,Adidas,Adidas Forum Exhibit Low ,94,601,95,sneakers,4.7
823,Adidas,Adidas Grand Court SE ,93,73015,37,sneakers,4.6
824,Adidas,Adidas Rod Laver Vintage ,91,183,75,sneakers,4.5
825,Adidas,Adidas Supercourt RX ,83,98,60,sneakers,4.2
826,Adidas,Adidas Tubular Shadow ,85,11074,28,sneakers,4.3
827,Adidas,Adidas Continental Vulc ,91,3957,31,sneakers,4.5
829,Adidas,Adidas Response Super ,88,10144,50,sneakers,4.4
831,Adidas,Adidas Superstar Mule ,76,158,85,sneakers,3.8
832,Adidas,Adidas Matchcourt RX ,89,768,70,sneakers,4.5
833,Adidas,Adidas Stan Smith Vegan New ,94,17101,50,sneakers,4.7
835,Adidas,Adidas Court Rallye Slip New ,84,363,37,sneakers,4.2
836,Adidas,Adidas Frozetic ,93,1112,51,sneakers,4.6
838,Adidas,Adidas x Prada Superstar ,83,5,500,sneakers,4.6
839,Adidas,Adidas Pharrell Williams Stan Smith ,84,62,55,sneakers,4.2
840,Adidas,Adidas Pharrell Williams Campus ,75,62,80,sneakers,3.8
841,Adidas,Adidas Stan Smith Primeblue New ,90,5,35,sneakers,5.0
842,Adidas,Adidas ZX 5K Boost New ,95,321,186,sneakers,4.8
843,Adidas,Adidas Haiwee ,90,3243,35,sneakers,4.5
845,Adidas,Adidas Streetball ,87,548,60,sneakers,4.3
846,Adidas,Adidas Entrap Mid ,91,5583,70,sneakers,4.5
847,Adidas,Adidas Archivo ,87,2111,65,sneakers,4.3
848,Adidas,Adidas Ultraboost Undftd ,92,1169,160,sneakers,4.6
849,Adidas,Adidas Nite Jogger ,90,27754,36,sneakers,4.5
852,Adidas,Adidas Basket Profi ,94,2387,45,sneakers,4.7
853,Adidas,Adidas Forest Grove ,87,8530,65,sneakers,4.3
854,Adidas,Adidas Run 90s ,86,3391,50,sneakers,4.3
855,Adidas,Adidas Geodiver Primeblue ,93,2021,30,sneakers,4.6
856,Adidas,Adidas Cloudfoam Ultimate ,91,11606,58,sneakers,4.6
857,Adidas,Adidas Haven ,85,1496,101,sneakers,4.2
858,Adidas,Adidas Superstar 82 ,83,31,72,sneakers,4.6
859,Adidas,Adidas Swift Run 22 ,88,3907,36,sneakers,4.4
860,Adidas,Adidas N-5923 ,90,15908,55,sneakers,4.5
861,Adidas,Adidas Yeezy Desert Boot Rock ,86,8,323,sneakers,4.8
862,Adidas,Adidas Supercourt ,91,6851,35,sneakers,4.6
863,Adidas,Adidas Baara Boots ,80,39,100,sneakers,4.4
864,Adidas,Adidas LA Trainer ,91,328,50,sneakers,4.5
865,Adidas,Adidas Superstar Parley New ,87,17,120,sneakers,4.9
867,Adidas,Adidas Prophere ,89,6820,68,sneakers,4.5
868,Adidas,Adidas Pharrell Williams SC Premiere ,85,7,90,sneakers,4.7
869,Adidas,Adidas SC Premiere ,88,453,60,sneakers,4.4
870,Adidas,Adidas Pharrell Williams Continental 80 ,85,10,110,sneakers,4.7
871,Adidas,Adidas X_PLR ,91,64939,42,sneakers,4.6
872,Adidas,Adidas Yeezy 450 ,74,6,240,sneakers,4.1
873,Adidas,Adidas Multix ,89,6296,29,sneakers,4.4
874,Adidas,Adidas Superstar Vegan ,95,32678,100,sneakers,4.7
875,Adidas,Adidas Continental 80 ,90,90214,22,sneakers,4.5
876,Adidas,Adidas Pharrell Williams Tennis Hu V2 ,68,19,105,sneakers,3.8
877,Adidas,Adidas Ninja Nite Jogger ,85,316,64,sneakers,4.3
