Brand,ProductName,ProductScore,ReviewCount,ProductPrice,Category,UserReview
Adidas,Adidas Ultraboost PB ,90,"5,167 reviews",$70,running-shoes,4.5 
Adidas,Adidas Terrex Agravic XT ,79,200 reviews,$70,running-shoes,4.4 
Adidas,Adidas Solarboost 3 ,87,352 reviews,$160,running-shoes,4.3 
Adidas,Adidas Rockadia Trail 3 ,78,"5,270 reviews",$58,running-shoes,4.3 
Adidas,Adidas Nova Flow ,79,"7,439 reviews",$38,running-shoes,4.4 
Adidas,Adidas Terrex Speed Ultra Lab test ,90,"1,098 reviews",$70,running-shoes,4.5 
Adidas,Adidas 4D Fusio ,76,"1,096 reviews",$105,running-shoes,4.2 
Adidas,Adidas Ultraboost 5.0 DNA ,91,"14,703 reviews",$100,running-shoes,4.7 
Adidas,Adidas Terrex Agravic Speed ,85,955 reviews,$83,running-shoes,4.2 
Adidas,Adidas Response Super 2.0 ,80,"4,623 reviews",$45,running-shoes,4.4 
Adidas,Adidas Adizero RC 2 ,84,"1,065 reviews",$104,running-shoes,4.4 
Adidas,Adidas Alphabounce AMS ,83,361 reviews,$175,running-shoes,4.4 
Adidas,Adidas Edge Runner ,79,221 reviews,$90,running-shoes,4.4 
Adidas,Adidas Pureboost 21 ,80,"1,176 reviews",$33,running-shoes,4.5 
Adidas,Adidas Solar Glide ,88,"10,390 reviews",$51,running-shoes,4.4 
Adidas,Adidas Terrex Tracerocker ,86,"3,354 reviews",$57,running-shoes,4.4 
Adidas,Adidas Solar Boost ST 19 ,84,"1,891 reviews",$95,running-shoes,4.5 
Adidas,Adidas Quesence ,91,519 reviews,NA,sneakers,4.6 
Adidas,Adidas NMD_R1 ,92,"181,058 reviews",$45,sneakers,4.6 
Adidas,Adidas Rivalry RM Low ,91,138 reviews,$65,sneakers,4.6 
Adidas,Adidas SL 7600 ,79,36 reviews,$35,sneakers,4.4 
Adidas,Adidas NMD_R2 Primeknit ,88,"4,255 reviews",$80,sneakers,4.4 
Adidas,Adidas NMD_TS1 Primeknit ,92,"2,389 reviews",$139,sneakers,4.6 
Adidas,Adidas NMD_CS2 Primeknit ,85,"1,024 reviews",$90,sneakers,4.3 
Adidas,Adidas NMD_XR1 Primeknit ,88,"2,651 reviews",$120,sneakers,4.4 
Adidas,Adidas AW Run Mid ,83,29 reviews,$250,sneakers,4.6 
Adidas,Adidas Torsion TRDC ,68,20 reviews,$50,sneakers,3.8 
Adidas,Adidas Ozweego TR ,84,24 reviews,$60,sneakers,4.7 
Adidas,Adidas ZX 1K Boost ,83,"3,178 reviews",$34,sneakers,4.1 
Adidas,Adidas Torsion Comp ,82,97 reviews,$50,sneakers,4.1 
Adidas,Adidas Ozweego Pure ,93,"1,277 reviews",$72,sneakers,4.6 
Adidas,Adidas POD-S3.2 ML ,83,10 reviews,$65,sneakers,4.6 
Adidas,Adidas Ultra Tech  ,90,265 reviews,$45,sneakers,4.5 
Adidas,Adidas NMD_Racer Primeknit ,90,506 reviews,$50,sneakers,4.5 
Adidas,Adidas EQT Gazelle ,88,924 reviews,$35,sneakers,4.4 
Adidas,Adidas Ozweego Pride ,83,31 reviews,NA,sneakers,4.6 
Adidas,Adidas Deerupt S ,90,"1,076 reviews",$115,sneakers,4.5 
Adidas,Adidas Busenitz Pure Boost ,87,124 reviews,$70,sneakers,4.3 
Adidas,Adidas Yung-1 Trail ,90,69 reviews,$65,sneakers,4.5 
Adidas,Adidas ZX Flux ADV Asymmetrical ,92,128 reviews,$80,sneakers,4.6 
Adidas,Adidas EQT Support SK Primeknit ,91,216 reviews,$62,sneakers,4.5 
Adidas,Adidas Ozweego ,95,"70,048 reviews",$45,sneakers,4.8 
Adidas,Adidas Trimm Trab ,92,124 reviews,NA,sneakers,4.6 
Adidas,Adidas Sabalo Slip-On ,87,204 reviews,NA,sneakers,4.4 
Adidas,Adidas Team Court ,91,"3,952 reviews",$33,sneakers,4.5 
Adidas,Adidas Yeezy 350 Boost v2 ,88,"6,488 reviews",$245,sneakers,4.4 
Adidas,Adidas NMD_R1 STLT Primeknit ,92,"17,414 reviews",$55,sneakers,4.6 
Adidas,Adidas AdiPure CrazyQuick ,74,29 reviews,NA,basketball-shoes,3.7 
Adidas,Adidas Dame 5 ,90,"1,674 reviews",$35,basketball-shoes,4.5 
Adidas,Adidas Dame 6 ,88,"1,297 reviews",$37,basketball-shoes,4.6 
Adidas,Adidas Dame 4 ,91,691 reviews,$400,basketball-shoes,4.5 
Adidas,Adidas D Rose 8 ,89,205 reviews,$70,basketball-shoes,4.4 
Adidas,Adidas D Rose 9 ,79,29 reviews,NA,basketball-shoes,4.4 
Adidas,Adidas D Rose 10 ,86,153 reviews,$50,basketball-shoes,4.4 
Adidas,Adidas Rise Up 2 ,80,257 reviews,$65,basketball-shoes,4.4 
Adidas,Adidas Crazy 1 ,81,155 reviews,$150,basketball-shoes,4.4 
Adidas,Adidas Crazy 8 ,86,494 reviews,$200,basketball-shoes,4.4 
Adidas,Adidas D Rose 773 V ,85,70 reviews,NA,basketball-shoes,4.5 
Adidas,Adidas Crazy 97 ,82,28 reviews,NA,basketball-shoes,4.6 
Adidas,Adidas D Rose 773 IV ,82,336 reviews,NA,basketball-shoes,4.4 
Adidas,Adidas NXT LVL SPD V ,78,104 reviews,$130,basketball-shoes,4.2 
Adidas,Adidas Own The Game ,81,"4,959 reviews",$60,basketball-shoes,4.4 
Adidas,Adidas Crazy BYW X ,86,129 reviews,$99,basketball-shoes,4.2 
Adidas,Adidas Light Em Up 2 ,84,448 reviews,$180,basketball-shoes,4.3 
Adidas,Adidas Pro Model 2G ,91,"3,172 reviews",$35,basketball-shoes,4.6 
Adidas,Adidas D Rose 773 III ,82,924 reviews,$63,basketball-shoes,4.4 
Adidas,Adidas N3xt L3v3l ,88,568 reviews,$40,basketball-shoes,4.4 
Adidas,Adidas Pro Next 2019 ,84,"2,584 reviews",$70,basketball-shoes,4.6 
Adidas,Adidas Harden Vol 3 ,91,653 reviews,$65,basketball-shoes,4.6 
Adidas,Adidas Harden B/E 3 ,83,"1,708 reviews",$27,basketball-shoes,4.5 
Adidas,Adidas Harden B/E ,88,138 reviews,$30,basketball-shoes,4.3 
Adidas,Adidas Harden B/E 2 ,85,460 reviews,$50,basketball-shoes,4.5 
Adidas,Adidas Pro Vision ,83,"1,726 reviews",$30,basketball-shoes,4.3 
Adidas,Adidas Mad Bounce ,88,360 reviews,$89,basketball-shoes,4.5 
Adidas,Adidas Harden Vol. 4 ,89,"1,411 reviews",$45,basketball-shoes,4.5 
Adidas,Adidas Harden Vol. 2 ,92,983 reviews,$90,basketball-shoes,4.6 
Adidas,Adidas Harden Vol. 1 ,88,375 reviews,$40,basketball-shoes,4.4 
Adidas,Adidas Predator Pulse Firm Ground ,83,25 reviews,$240,soccer-cleats,4.7 
Adidas,Adidas Predator 20.3 Firm Ground ,85,"14,353 reviews",$40,soccer-cleats,4.5 
Adidas,Adidas X Ghosted+ Firm Ground ,58,21 reviews,$140,soccer-cleats,3.4 
Adidas,Adidas Nemeziz 19.3 Firm Ground Laceless ,85,508 reviews,NA,soccer-cleats,4.4 
Adidas,Adidas Goletto 6 Turf ,86,841 reviews,NA,soccer-cleats,4.4 
Adidas,Adidas X 17.2 Firm Ground ,77,404 reviews,NA,soccer-cleats,4.1 
Adidas,Adidas Samba Classic ,91,"50,562 reviews",$55,soccer-cleats,4.5 
Adidas,Adidas X Ghosted.2 Firm Ground ,81,662 reviews,$43,soccer-cleats,4.3 
Adidas,Adidas X Speedflow+ FG ,91,96 reviews,$275,soccer-cleats,4.7 
Adidas,Adidas Top Sala ,86,202 reviews,$114,soccer-cleats,4.5 
Adidas,Adidas World Cup ,85,"1,423 reviews",$98,soccer-cleats,4.5 
Adidas,Adidas X 19.1 Turf ,65,12 reviews,NA,soccer-cleats,3.8 
Adidas,Adidas Super Sala ,83,"1,416 reviews",$80,soccer-cleats,4.2 
Adidas,Adidas Copa Super ,82,"1,618 reviews",$50,soccer-cleats,4.3 
Adidas,Adidas Copa 20.1 Turf ,83,21 reviews,NA,soccer-cleats,4.9 
Adidas,Adidas Copa 19.3 Turf ,81,825 reviews,$85,soccer-cleats,4.3 
Adidas,Adidas Kaiser 5 Liga ,88,"13,666 reviews",NA,soccer-cleats,4.6 
Adidas,Adidas Kaiser 5 Team ,87,"5,242 reviews",NA,soccer-cleats,4.4 
Adidas,Adidas X 19.3 Indoor ,82,695 reviews,$46,soccer-cleats,4.4 
Adidas,Adidas X Tango 18+ Turf ,86,108 reviews,NA,soccer-cleats,4.6 
Adidas,Adidas X 19.1 Indoor ,79,136 reviews,NA,soccer-cleats,4.2 
Adidas,Adidas Mundial Team ,91,"19,544 reviews",$75,soccer-cleats,4.6 
Adidas,Adidas Mundial Goal ,91,"4,622 reviews",$83,soccer-cleats,4.6 
Adidas,Adidas X Tango 18.3 Turf  ,80,834 reviews,$45,soccer-cleats,4.3 
Adidas,Adidas X 19+ Firm Ground ,81,43 reviews,$91,soccer-cleats,4.8 
Adidas,Adidas X Tango 17.3 Turf ,77,378 reviews,NA,soccer-cleats,4.1 
Adidas,Adidas X 18.1 Firm Ground ,85,"2,252 reviews",$160,soccer-cleats,4.3 
Adidas,Adidas X 19.3 Firm Ground ,87,"2,139 reviews",$40,soccer-cleats,4.5 
Adidas,Adidas X 17.1 Soft Ground ,78,199 reviews,$70,soccer-cleats,4.2 
Adidas,Adidas X 18.3 Firm Ground ,85,"2,164 reviews",$65,soccer-cleats,4.3 
Adidas,Adidas Adizero Takumi Sen 8 ,88,190 reviews,$120,running-shoes,4.5 
Adidas,Adidas Duramo Lite ,76,"2,183 reviews",NA,running-shoes,4.2 
Adidas,Adidas Adizero Adios Pro ,95,88 reviews,$135,running-shoes,4.9 
Adidas,Adidas Adizero Boston Boost 7 ,92,"2,143 reviews",NA,running-shoes,4.6 
Adidas,Adidas Alphabounce Parley ,75,222 reviews,$105,running-shoes,4.2 
Adidas,Adidas Adizero Prime LTD ,82,312 reviews,$45,running-shoes,4.2 
Adidas,Adidas Response ST ,86,173 reviews,NA,running-shoes,4.3 
Adidas,Adidas Terrex Agravic ,84,"2,971 reviews",$79,running-shoes,4.2 
Adidas,Adidas Adizero Boston 11 New ,87,126 reviews,$70,running-shoes,4.5 
Adidas,Adidas Duramo 8 ,79,"9,082 reviews",$40,running-shoes,4.2 
Adidas,Adidas Duramo 6 ,84,"1,551 reviews",$65,running-shoes,4.4 
Adidas,Adidas Racer TR21 ,88,"21,111 reviews",$38,running-shoes,4.5 
Adidas,Adidas Response Boost Trail ,77,108 reviews,NA,running-shoes,3.9 
Adidas,Adidas Kanadia 8 ,83,938 reviews,$70,running-shoes,4.2 
Adidas,Adidas Terrex Agravic Flow ,87,"2,047 reviews",$45,running-shoes,4.5 
Adidas,Adidas Terrex Agravic GTX ,85,"1,447 reviews",$140,running-shoes,4.3 
Adidas,Adidas Terrex Agravic XT GTX ,84,544 reviews,$170,running-shoes,4.4 
Adidas,Adidas Ultraboost Summer.RDY ,89,769 reviews,$70,running-shoes,4.6 
Adidas,Adidas Alphabounce ,86,"4,283 reviews",$45,running-shoes,4.4 
Adidas,Adidas Adizero Prime Parley ,86,284 reviews,$63,running-shoes,4.4 
Adidas,Adidas Questar Ride ,80,"4,213 reviews",NA,running-shoes,4.5 
Adidas,Adidas Ultraboost ,89,"63,994 reviews",$45,running-shoes,4.6 
Adidas,Adidas Alphabounce Instinct ,88,"2,577 reviews",$30,running-shoes,4.5 
Adidas,Adidas Galaxy 4 ,81,"42,342 reviews",$100,running-shoes,4.5 
Adidas,Adidas Senseboost Go Winter ,74,7 reviews,$45,running-shoes,4.6 
Adidas,Adidas Terrex Speed LD ,79,523 reviews,NA,running-shoes,4.4 
Adidas,Adidas Pureboost 2.0 ,83,34 reviews,NA,running-shoes,4.6 
Adidas,Adidas Aerobounce 2 ,80,"1,683 reviews",$45,running-shoes,4.4 
Adidas,Adidas EQ19 ,81,"3,935 reviews",$85,running-shoes,4.5 
Adidas,Adidas Ultraboost 2.0 ,80,36 reviews,$60,running-shoes,4.4 
Adidas,Adidas Tubular Dusk ,89,"3,627 reviews",$50,sneakers,4.4 
Adidas,Adidas Stan Smith CF ,91,"7,727 reviews",NA,sneakers,4.5 
Adidas,Adidas Forum 84 Low ,96,431 reviews,$53,sneakers,4.8 
Adidas,Adidas Tyshawn ,90,165 reviews,$40,sneakers,4.5 
Adidas,Adidas Samba Super ,92,"8,946 reviews",$183,sneakers,4.6 
Adidas,Adidas NMD_XR1 ,86,"1,223 reviews",$40,sneakers,4.3 
Adidas,Adidas ZX 2K Boost ,93,"4,478 reviews",$50,sneakers,4.7 
Adidas,Adidas Samba Recon LT ,90,128 reviews,NA,sneakers,4.5 
Adidas,Adidas Response CL ,83,5 reviews,$148,sneakers,4.6 
Adidas,Adidas Tubular Instinct ,89,133 reviews,$26,sneakers,4.5 
Adidas,Adidas Yeezy Boost 700 ,85,214 reviews,$335,sneakers,4.2 
Adidas,Adidas Kaptir Super ,88,"9,302 reviews",$40,sneakers,4.4 
Adidas,Adidas Tubular Nova Primeknit ,88,"1,166 reviews",$85,sneakers,4.4 
Adidas,Adidas EQT Support ADV Primeknit ,86,891 reviews,$60,sneakers,4.3 
Adidas,Adidas Ozweego Celox ,96,"1,880 reviews",$80,sneakers,4.8 
Adidas,Adidas Slamcourt ,90,12 reviews,NA,sneakers,5.0 
Adidas,Adidas Sleek Super ,86,"2,619 reviews",$50,sneakers,4.3 
Adidas,Adidas Samba Super Suede ,92,"4,002 reviews",NA,sneakers,4.6 
Adidas,Adidas Pharrell Williams Human Race NMD ,94,"7,722 reviews",$98,sneakers,4.7 
Adidas,Adidas Ozweego Plus ,86,65 reviews,$65,sneakers,4.3 
Adidas,Adidas Swift Run X ,89,"10,449 reviews",$40,sneakers,4.5 
Adidas,Adidas Hoops 2.0 ,91,"47,233 reviews",$75,sneakers,4.5 
Adidas,Adidas Cloudfoam Advantage Clean ,89,"36,017 reviews",NA,sneakers,4.5 
Adidas,Adidas Gazelle Primeknit ,85,156 reviews,$50,sneakers,4.2 
Adidas,Adidas Run 70s  ,87,"3,896 reviews",$60,sneakers,4.3 
Adidas,Adidas Yung-96 ,89,"11,384 reviews",$29,sneakers,4.5 
Adidas,Adidas ZX Flux Xeno ,80,167 reviews,$60,sneakers,4.0 
Adidas,Adidas Tubular Invader ,91,899 reviews,$44,sneakers,4.5 
Adidas,Adidas Sobakov P94 ,90,336 reviews,$85,sneakers,4.5 
Adidas,Adidas Campus 80S ,86,701 reviews,$45,sneakers,4.3 
Adidas,Adidas Pro Spark 2018 ,87,780 reviews,$129,basketball-shoes,4.6 
Adidas,Adidas Pro Bounce 2018 ,86,"1,350 reviews",$70,basketball-shoes,4.5 
Adidas,Adidas Pro Bounce 2019 ,83,"1,999 reviews",$34,basketball-shoes,4.4 
Adidas,Adidas Crazy Shadow 2 ,88,52 reviews,$69,basketball-shoes,4.4 
Adidas,Adidas Crazy Bounce ,79,205 reviews,$65,basketball-shoes,4.2 
Adidas,Adidas Mad Bounce 2018 ,82,151 reviews,$45,basketball-shoes,4.4 
Adidas,Adidas Fusion Storm ,75,170 reviews,$42,basketball-shoes,4.1 
Adidas,Adidas Pro Spark 2018 Low ,80,273 reviews,$45,basketball-shoes,4.4 
Adidas,Adidas D.O.N. Issue #1 ,87,"2,457 reviews",$35,basketball-shoes,4.5 
Adidas,Adidas Marquee Boost ,88,"1,936 reviews",$35,basketball-shoes,4.4 
Adidas,Adidas Pro Bounce 2018 Low ,88,"1,865 reviews",$50,basketball-shoes,4.5 
Adidas,Adidas Pro Bounce 2019 Low ,81,"1,117 reviews",$40,basketball-shoes,4.4 
Adidas,Adidas Posterize ,76,42 reviews,$45,basketball-shoes,4.1 
Adidas,Adidas Harden Vol. 2 LS Lace ,85,293 reviews,$140,basketball-shoes,4.6 
Adidas,Adidas Marquee Boost Low ,89,"6,291 reviews",$40,basketball-shoes,4.3 
Adidas,Adidas Adizero Rose 1 Retro ,84,23 reviews,$100,basketball-shoes,4.8 
Adidas,Adidas Pro Adversary  ,79,513 reviews,$65,basketball-shoes,4.3 
Adidas,Adidas Harden Stepback ,85,"15,412 reviews",$70,basketball-shoes,4.4 
Adidas,Adidas Harden Vol. 2 LS Buckle ,77,225 reviews,$50,basketball-shoes,4.1 
Adidas,Adidas Streetfire ,82,652 reviews,$129,basketball-shoes,4.4 
Adidas,Adidas Pro Adversary Low ,81,222 reviews,$58,basketball-shoes,4.4 
Adidas,Adidas Crazyquick 3 ,74,10 reviews,$80,basketball-shoes,4.3 
Adidas,Adidas Crazy Explosive ,90,925 reviews,$180,basketball-shoes,4.4 
Adidas,Adidas D Rose Englewood II ,64,8 reviews,NA,basketball-shoes,3.9 
Adidas,Adidas Crazy Explosive Low ,89,70 reviews,NA,basketball-shoes,4.5 
Adidas,Adidas Pro Bounce Madness 2019 ,87,304 reviews,NA,basketball-shoes,4.6 
Adidas,Adidas T-Mac Millennium ,88,356 reviews,$65,basketball-shoes,4.6 
Adidas,Adidas Crazy Explosive 2017 ,81,966 reviews,$45,basketball-shoes,4.1 
Adidas,Adidas Pro Bounce Madness Low 2019 ,83,167 reviews,$40,basketball-shoes,4.3 
Adidas,Adidas CrazyLight Boost 2016 ,90,244 reviews,$80,basketball-shoes,4.4 
Adidas,Adidas X 18.1 Soft Ground ,76,32 reviews,NA,soccer-cleats,4.5 
Adidas,Adidas X 18.2 Firm Ground ,82,522 reviews,$125,soccer-cleats,4.4 
Adidas,Adidas X 19.2 Firm Ground ,86,852 reviews,$62,soccer-cleats,4.5 
Adidas,Adidas X Tango 18.3 Indoor ,77,250 reviews,$100,soccer-cleats,4.1 
Adidas,Adidas Copa 19+ Firm Ground ,89,107 reviews,$120,soccer-cleats,4.4 
Adidas,Adidas Copa 20.3 Sala Indoor ,80,950 reviews,$45,soccer-cleats,4.2 
Adidas,Adidas Copa 19.3 Indoor Sala ,81,871 reviews,NA,soccer-cleats,4.3 
Adidas,Adidas Nemeziz 19.1 Shoes ,80,22 reviews,$75,soccer-cleats,4.7 
Adidas,Adidas Ace Tango 17.3 Indoor ,79,205 reviews,$50,soccer-cleats,4.2 
Adidas,Adidas Copa 17.1 Firm Ground ,83,201 reviews,$115,soccer-cleats,4.3 
Adidas,Adidas Copa 17.2 Firm Ground ,83,196 reviews,NA,soccer-cleats,4.3 
Adidas,Adidas Predator 19.3 Turf ,80,"2,235 reviews",$55,soccer-cleats,4.3 
Adidas,Adidas Copa Tango 18.4 Indoor ,73,325 reviews,NA,soccer-cleats,3.9 
Adidas,Adidas Predator 19.4 Sala ,77,"1,165 reviews",$55,soccer-cleats,4.1 
Adidas,Adidas Predator 19+ shoes ,82,77 reviews,$254,soccer-cleats,4.3 
Adidas,Adidas Kaiser 5 Cup Soft Ground ,82,475 reviews,NA,soccer-cleats,4.4 
Adidas,Adidas Goletto 6 Firm Ground ,86,"3,294 reviews",$60,soccer-cleats,4.6 
Adidas,Adidas Predator 20.3 Shoes ,79,18 reviews,$35,soccer-cleats,4.7 
Adidas,Adidas Copa Gloro 19.2 Firm Ground ,86,"3,449 reviews",$73,soccer-cleats,4.4 
Adidas,Adidas Nemeziz Tango 17.3 Turf ,81,528 reviews,NA,soccer-cleats,4.3 
Adidas,Adidas Nemeziz 18+ Firm Ground ,80,66 reviews,$250,soccer-cleats,3.9 
Adidas,Adidas Nemeziz Tango 18.3 Turf ,84,354 reviews,NA,soccer-cleats,4.5 
Adidas,Adidas Predator 18+ Firm Ground ,89,284 reviews,$120,soccer-cleats,4.4 
Adidas,Adidas Nemeziz 19.3 Firm Ground ,85,"6,380 reviews",$51,soccer-cleats,4.5 
Adidas,Adidas Nemeziz 18.1 Firm Ground ,87,561 reviews,$129,soccer-cleats,4.4 
Adidas,Adidas Predator 18+ Soft Ground ,80,29 reviews,$160,soccer-cleats,4.7 
Adidas,Adidas Nemeziz 19.2 Firm Ground ,87,"1,139 reviews",$65,soccer-cleats,4.4 
Adidas,Adidas Nemeziz 18.2 Firm Ground ,82,184 reviews,NA,soccer-cleats,4.4 
Adidas,Adidas Predator 19+ Firm Ground ,86,801 reviews,$185,soccer-cleats,4.4 
Adidas,Adidas Nemeziz 18.3 Firm Ground ,86,875 reviews,NA,soccer-cleats,4.6 
Adidas,Adidas Terrex Two BOA ,85,745 reviews,$140,running-shoes,4.3 
Adidas,Adidas Lite Racer BYD 2.0 ,80,"9,768 reviews",$36,running-shoes,4.5 
Adidas,Adidas Questar TND ,79,"2,546 reviews",$50,running-shoes,4.4 
Adidas,Adidas Energy Cloud 2 ,80,"5,963 reviews",NA,running-shoes,4.4 
Adidas,Adidas Energy Falcon ,82,472 reviews,$42,running-shoes,4.5 
Adidas,Adidas Ultraboost S&L ,81,"3,066 reviews",$45,running-shoes,4.5 
Adidas,Adidas Ultraboost 4.0 DNA ,90,"13,914 reviews",$62,running-shoes,4.6 
Adidas,Adidas Terrex Two Parley ,85,820 reviews,$50,running-shoes,4.3 
Adidas,Adidas 4D ,84,155 reviews,$100,running-shoes,4.5 
Adidas,Adidas Terrex Skychaser ,79,151 reviews,NA,running-shoes,4.0 
Adidas,Adidas Pureboost ZG ,83,496 reviews,$60,running-shoes,4.1 
Adidas,Adidas Solar Boost ,90,"11,757 reviews",$70,running-shoes,4.5 
Adidas,Adidas Climacool Boost New ,81,5 reviews,$168,running-shoes,5.0 
Adidas,Adidas Solar Ride ,80,"1,479 reviews",$60,running-shoes,4.4 
Adidas,Adidas Ultraboost ST ,86,"3,747 reviews",$90,running-shoes,4.4 
Adidas,Adidas Solar Drive 19 ,82,"10,272 reviews",$65,running-shoes,4.4 
Adidas,Adidas Terrex Agravic Flow 2 ,85,167 reviews,$60,running-shoes,4.3 
Adidas,Adidas Questar ,83,"12,707 reviews",$39,running-shoes,4.5 
Adidas,Adidas Adistar ,86,351 reviews,$56,running-shoes,4.4 
Adidas,Adidas Terrex Tracerocker GTX ,78,"5,159 reviews",$59,running-shoes,4.4 
Adidas,Adidas SL20.2 ,84,652 reviews,$42,running-shoes,4.2 
Adidas,Adidas SL20 ,89,"3,551 reviews",$40,running-shoes,4.4 
Adidas,Adidas Alphabounce Beyond 2.0 ,87,"1,146 reviews",$50,running-shoes,4.6 
Adidas,Adidas Pulseboost HD ,87,"7,151 reviews",$37,running-shoes,4.5 
Adidas,Adidas Edge Flex ,81,"2,090 reviews",$70,running-shoes,4.5 
Adidas,Adidas SL20.3 ,85,256 reviews,$42,running-shoes,4.4 
Adidas,Adidas Adizero Prime ,80,652 reviews,$44,running-shoes,4.2 
Adidas,Adidas Terrex Swift R GTX ,84,"2,129 reviews",$113,running-shoes,4.3 
Adidas,Adidas Terrex Soulstride ,84,730 reviews,$41,running-shoes,4.5 
Adidas,Adidas Terrex Two ,78,"1,271 reviews",$50,running-shoes,4.3 
Adidas,Adidas Busenitz Lab test ,91,"6,044 reviews",$55,sneakers,4.5 
Adidas,Adidas Day Jogger ,73,31 reviews,$45,sneakers,4.0 
Adidas,Adidas X9000L2 ,87,"1,428 reviews",$34,sneakers,4.4 
Adidas,Adidas Campus ADV ,90,522 reviews,$48,sneakers,4.5 
Adidas,Adidas Superstar 80s ,89,"5,086 reviews",$104,sneakers,4.4 
Adidas,Adidas Forum 84 Low ADV ,86,36 reviews,$100,sneakers,4.8 
Adidas,Adidas Retropy P9 ,90,6 reviews,$128,sneakers,5.0 
Adidas,Adidas NMD_V3 New ,82,160 reviews,$84,sneakers,4.1 
Adidas,Adidas SL 72 ,92,"3,755 reviews",$60,sneakers,4.6 
Adidas,Adidas SL 80 ,86,156 reviews,NA,sneakers,4.3 
Adidas,Adidas SL 76 ,83,5 reviews,NA,sneakers,4.6 
Adidas,Adidas LXCON ,86,241 reviews,$35,sneakers,4.3 
Adidas,Adidas LXCON 94 ,83,826 reviews,$79,sneakers,4.2 
Adidas,Adidas Lite Racer CLN ,91,"24,937 reviews",$47,sneakers,4.5 
Adidas,Adidas Tubular Invader 2.0 ,86,97 reviews,NA,sneakers,4.3 
Adidas,Adidas Tubular Runner ,81,"1,215 reviews",$49,sneakers,4.1 
Adidas,Adidas Cloudfoam Advantage ,90,"39,500 reviews",$62,sneakers,4.5 
Adidas,Adidas Superstar Metal Toe ,90,793 reviews,NA,sneakers,4.5 
Adidas,Adidas ZX 500 ,95,"2,684 reviews",$125,sneakers,4.8 
Adidas,Adidas POD-S3.1 ,90,"7,633 reviews",$40,sneakers,4.5 
Adidas,Adidas Stan Smith Vulc ,92,"2,802 reviews",$65,sneakers,4.6 
Adidas,Adidas Arkyn Primeknit ,92,"1,015 reviews",NA,sneakers,4.6 
Adidas,Adidas Superstar 80s Metal Toe ,90,311 reviews,NA,sneakers,4.5 
Adidas,Adidas x Raf Simons Stan Smith ,85,31 reviews,$175,sneakers,4.7 
Adidas,Adidas ZX 700 HD ,87,"3,931 reviews",$54,sneakers,4.3 
Adidas,Adidas Samba ,91,"67,465 reviews",$54,sneakers,4.5 
Adidas,Adidas Swift Run ,91,"71,687 reviews",$45,sneakers,4.5 
Adidas,Adidas Superstar ADV ,94,"10,618 reviews",$90,sneakers,4.7 
Adidas,Adidas Superstan ,71,26 reviews,$55,sneakers,3.9 
Adidas,Adidas Yung-1 ,92,"2,964 reviews",$49,sneakers,4.6 
Adidas,Adidas Crazylight Boost 2018 ,80,187 reviews,$35,basketball-shoes,4.0 
Adidas,Adidas CrazyLight Boost 2.5 Low ,79,207 reviews,$300,basketball-shoes,4.2 
Adidas,Adidas Explosive Bounce 2018 ,88,353 reviews,$65,basketball-shoes,4.5 
Adidas,Adidas Harden Vol. 1 Primeknit ,85,596 reviews,$400,basketball-shoes,4.4 
Adidas,Adidas Crazy Explosive Primeknit ,94,102 reviews,NA,basketball-shoes,4.7 
Adidas,Adidas Crazy Explosive 2017 Primeknit ,90,418 reviews,NA,basketball-shoes,4.4 
Adidas,Adidas Crazy Explosive 2017 Primeknit Low ,86,"1,198 reviews",NA,basketball-shoes,4.5 
Adidas,Adidas CrazyLight Boost 2016 Primeknit ,85,18 reviews,NA,basketball-shoes,4.8 
Adidas,Adidas Predator Tango 18.4 Turf ,73,207 reviews,NA,soccer-cleats,3.9 
Adidas,Adidas Predator Tango 18.3 Turf ,82,"1,052 reviews",$40,soccer-cleats,4.3 
Adidas,Adidas Predator Tango 18+ Turf ,84,319 reviews,NA,soccer-cleats,4.5 
Adidas,Adidas Nemeziz 18.1 Soft Ground ,73,10 reviews,NA,soccer-cleats,4.3 
Adidas,Adidas Nemeziz Tango 17.4 Indoor ,78,60 reviews,$80,soccer-cleats,3.9 
Adidas,Adidas Nemeziz 17.1 Soft Ground ,74,89 reviews,$100,soccer-cleats,3.9 
Adidas,Adidas Predator 18.3 Firm Ground ,84,"3,500 reviews",$47,soccer-cleats,4.3 
Adidas,Adidas Predator Mutator 20+ Turf ,66,9 reviews,NA,soccer-cleats,3.9 
Adidas,Adidas Predator 18.2 Firm Ground ,85,650 reviews,$55,soccer-cleats,4.3 
Adidas,Adidas Predator 19.3 Firm Ground ,83,"7,814 reviews",$55,soccer-cleats,4.4 
Adidas,Adidas Predator 19.2 Firm Ground ,86,964 reviews,$76,soccer-cleats,4.6 
Adidas,Adidas Predator 18.1 Firm Ground ,87,726 reviews,$75,soccer-cleats,4.4 
Adidas,Adidas Predator 19.1 Trainers ,85,213 reviews,NA,soccer-cleats,4.5 
Adidas,Adidas Predator Tango 18+ Indoor ,82,134 reviews,NA,soccer-cleats,4.4 
Adidas,Adidas Predator Tango 19.3 Indoor ,81,846 reviews,NA,soccer-cleats,4.3 
Adidas,Adidas Predator Tango 18.4 Indoor ,76,342 reviews,$70,soccer-cleats,4.1 
